vote,name,bill_num,vote_nm,no_vote,yeas,nays,vote_date,vote_time,page_num
Y,Fernandes,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Ferrante,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Finn,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Fiola,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Galvin,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Garballey,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Garlick,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Garry,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
X,Gentile,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Golden,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Gonzalez,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Gordon,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Gregoire,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Hay,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Hecht,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Higgins,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Hogan,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Holmes,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Honan,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,"Hunt, D.",321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Kafka,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Kaufman,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Keefe,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Khan,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Koczera,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Kulik,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Lawn,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Lewis,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Linsky,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Livingstone,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Madaro,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Mahoney,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Malia,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Mark,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Markey,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Matias,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,McGonagle,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,McMurtry,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Meschino,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Miceli,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Michlewitz,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Mom,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Moran F.,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Murphy,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Murray,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Nangle,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Naughton,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,O’Day,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Parisella,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Peake,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Peisch,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Petrolati,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Pignatelli,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Provost,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Puppolo,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,"Rogers, D.",321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,"Rogers, J.",321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Roy,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Ryan,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Sánchez,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Scaccia,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Schmid,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
X,Scibak,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Silvia,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Smizik,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Speliotis,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Stanley,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Straus,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Tosado,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Tucker,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Tyler,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Ultrino,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Vargas,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Vega,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Velis,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Vincent,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Wagner,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
X,"Walsh, C.",321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,"Walsh, T.",321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Williams,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Zlotnik,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Jones,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Hill,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Poirier,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Gifford,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Frost,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Barrows,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Berthiaume,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Boldyga,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Campanale,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Crocker,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,D'Emilia,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,DeCoste,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Diehl,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Dooley,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Durant,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Ferguson,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Harrington,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Howitt,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,"Hunt, R.",321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Kane,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Kelcourse,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Kuros,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Lombardo,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Lyons,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,McKenna,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Mirra,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Muradian,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Muratore,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,O’Connell,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Orrall,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Smola,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
X,Vieira,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Whelan,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Wong,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Goldstein-Rose,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
Y,Whipps,321,S. 2372 On Enactment Land Taking,5,152,0,04/04/2018,04:52 PM,14
X,Mariano,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Haddad,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Rushing,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Donato,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Moran M.,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Arciero,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Ashe,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Atkins,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Ayers,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Balser,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Barber,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Barrett,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Benson,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Brodeur,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Cabral,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Cahill,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Calter,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Campbell,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Cantwell,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Carvalho,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Cassidy,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Chan,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Collins,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Connolly,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Coppinger,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Cronin,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Cullinane,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Cusack,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Cutler,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Day,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Decker,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,DiZoglio,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Donahue,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Driscoll,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,DuBois,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Dwyer,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Dykema,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Ehrlich,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Ferrante,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Finn,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Fiola,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Galvin,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Garballey,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Garlick,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Garry,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Gentile,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Golden,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Gonzalez,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Gordon,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Gregoire,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Hay,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Hecht,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Higgins,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Hogan,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Holmes,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Honan,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,"Hunt, D.",322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Kafka,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Kaufman,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Keefe,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Khan,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Koczera,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Kulik,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Lawn,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Lewis,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Linsky,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Livingstone,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Madaro,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Mahoney,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Malia,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Mark,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Markey,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Matias,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,McGonagle,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,McMurtry,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Meschino,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Michlewitz,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Mom,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Moran F.,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Murphy,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Murray,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Nangle,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Naughton,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,O’Day,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Parisella,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Peake,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Peisch,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Petrolati,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Pignatelli,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Provost,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Puppolo,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,"Rogers, D.",322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,"Rogers, J.",322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Roy,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Ryan,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Sánchez,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Scaccia,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Schmid,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Scibak,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Silvia,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Smizik,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Speliotis,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Stanley,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Straus,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Tosado,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Tucker,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Tyler,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Ultrino,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Vargas,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Vega,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Velis,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Vincent,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Wagner,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,"Walsh, C.",322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Williams,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Zlotnik,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Jones,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Hill,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Poirier,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Gifford,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Frost,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Barrows,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Berthiaume,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Boldyga,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Campanale,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Crocker,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,D'Emilia,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,DeCoste,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Diehl,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Dooley,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Durant,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Ferguson,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Harrington,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Howitt,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,"Hunt, R.",322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Kane,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Kelcourse,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Kuros,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Lombardo,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Lyons,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,McKenna,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Mirra,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Muradian,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Muratore,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,O’Connell,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Orrall,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Smola,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
X,Vieira,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Whelan,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Wong,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Goldstein-Rose *,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Whipps,322,H. 4367 On Engrossment,12,145,0,04/05/2018,03:01 PM,15
Y,Mr. Speaker,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
X,Mariano,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Haddad,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
X,Rushing,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Donato,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Moran M.,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Arciero,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Ashe,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Atkins,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Ayers,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Balser,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Barber,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Barrett,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Benson,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Brodeur,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
X,Cabral,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Cahill,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
X,Calter,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Campbell,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Cantwell *,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Carvalho,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Cassidy,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Chan,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
X,Collins,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Connolly,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Coppinger,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Cronin,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Cullinane,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
Y,Cusack,323,H. 4366 On Engrossment,11,146,0,04/05/2018,03:27 PM,16
